ID,English
GAMEGUIDEPAGE_AMBUSH_TITLETEXT,"Ambush"
GAMEGUIDEPAGE_ARMELLIANDICE_BODYTEXT,"<sprite01>\nSword - Grants an Attack.\n\n<sprite02>\nShield - Grants a Defence, blocking an opponent's Attack.\n\n<sprite03>\nSun -  Grants an Attack when rolled during the Day.\n\n<sprite04>\nMoon - Grants an Attack when rolled during at Night.\n\n<sprite05>\nWorm - Counts as a miss.\n\n<sprite06>\nWyld Tree - Grants an Attack and Explodes (awards a bonus die)!\n\nTip: If you attain 5 points of Rot and become Corrupted, your Wylds and Worms will be switched - Wylds are now misses and Worms Attack and Explode!"
GAMEGUIDEPAGE_ARMELLIANDICE_TITLETEXT,"Armellian Dice"
GAMEGUIDEPAGE_BANES_BODYTEXT,"<sprite07>\nBanes seek to terrorise and feed on Settlements, unclaiming any they reach and laying waste to anything in their path.\n\nA Bane's Rot increases by +1 every Night.\n\nBanes are considered Corrupted and will regain +1 Health for every character they kill.\n\nBanes receive a Bonus Die at Night.\n\nSlaying a Bane is a prestigious deed, but beware, dying to a Bane will result in +1 Rot.\n\nHowever, Corrupted Heroes are rewarded +1 Rot for slaying Banes, instead of the +1 Prestige. "
GAMEGUIDEPAGE_BANES_TITLETEXT,"Banes"
GAMEGUIDEPAGE_BUFFS_BODYTEXT,"Buffs are altered conditions within the game such as spells or enchantments. Buffs can be positive or negative, and will affect the players who are afflicted with them."
GAMEGUIDEPAGE_BUFFS_TITLETEXT,"Buffs"
GAMEGUIDEPAGE_BURNINGCARDS_BODYTEXT,"Play a card to the burndown timer before it runs out in order to guarantee one of your dice results will be that card's Armello symbol.\n\n<sprite08>\n\nBurning cards in both Perils and Battle secures dice outcomes, making it a core strategy to winning the Game, especially breaching the Royal Palace.\n\n<sprite09>\n\nEvery card features one of the six symbols from the Armellian dice in its top right hand corner."
GAMEGUIDEPAGE_BURNINGCARDS_TITLETEXT,"Burning Cards"
GAMEGUIDEPAGE_COMBAT_BODYTEXT,"When doing Battle, both parties roll a number of dice equal to their Fight stat.\n\n<sprite10>\n\nYou cause damage to your opponent by securing more Attack dice than their Defence dice.\n\n<sprite11>\n\nShould the combatant who causes the most damage survive, they will win the battle.\n\nIf the attacker wins the battle, they will advance and take the tile, pushing the defender back.\n\nIf the defender wins the Battle, they will hold their ground, remaining on that tile.\n\nIf a combatant takes enough damage to deplete their Health, they will be Killed, ending their turn and sending them back to their Clan Castle."
GAMEGUIDEPAGE_COMBAT_TITLETEXT,"Battle"
GAMEGUIDEPAGE_ENDGAME_BODYTEXT,"Armello is a race to claim the throne (by completing one of four win conditions) before the other heroes on the board.\n\nYour strategy to achieve this is up to you, though you will often need to change strategies as the game's climate demands it.\n\n<sprite12>\nKING SLAYER VICTORY\nEnter the Palace and kill the King in Battle. You must survive the encounter.\n\n<sprite13>\nSPIRIT STONE VICTORY\nEnter the Palace with four Spirit Stones and click on the King to cleanse him of the purge the Rot from Armello.\n\n<sprite14>\nROT VICTORY\nEnter the Palace, face the King in Battle, with a Rot higher than his own. Kill him in Battle. You must survive the encounter.\n\n<sprite15>\nPRESTIGE VICTORY\nBe the Prestige Leader when the King dies of his Rot infection, or another Hero dies in the process of killing the King. "
GAMEGUIDEPAGE_ENDGAME_TITLETEXT,"Winning the Game"
GAMEGUIDEPAGE_EQUIPCARDS_BODYTEXT,"<sprite16>\nEquippable Item cards and Follower cards can be equipped to your Inventory or Party, respectively. \n\n<sprite17>\nPlay a card to an empty slot in your Inventory or Party to Equip/Recruit said card!\n\n<sprite18>\nYou cannot unequip cards, but you can equip over cards already in your Inventory or Party. Doing so will burn and destroy the card being replaced.\n\nMost cards cost Gold to equip, though some more insidious cards will see a Hero gain Rot."
GAMEGUIDEPAGE_EQUIPCARDS_TITLETEXT,"Inventory & Party"
GAMEGUIDEPAGE_EXPLORE_BODYTEXT,"Exploring a Dungeon is an automatic process activated by entering a Dungeon Tile.\n\n<sprite19>\n\nExploring Dungeons can be a very dangerous or a very profitable exercise. \n\n<sprite20>\n\nDungeons are the best sources of Treasures, Gold, Magic and wandering Followers, but beware... sleeping horrors also haunt these ancient tombs.\n\nThe chances of successful outcomes when exploring Dungeons can be improved by equipping appropriate Items and Followers and the odds and quantities of rewards vary from Day to Night."
GAMEGUIDEPAGE_EXPLORE_TITLETEXT,"Exploring"
GAMEGUIDEPAGE_KINGSDEC_BODYTEXT,"<sprite21>\nEvery Dawn the King will put forward two Declarations to the Prestige leader. This Hero must select one of these two Declarations. \n\nOnce selected, this Declaration is announced to all the other animals in Armello and becomes law until the next Dawn.\n\n<sprite22>\n\nTip - Being the Prestige Leader and in control of which King's Declarations pass into law is a powerful and favourable position to be in. But not the best way to make friends."
GAMEGUIDEPAGE_KINGSDEC_TITLETEXT,"King's Declarations"
GAMEGUIDEPAGE_KINGSGUARD_BODYTEXT,"Every Dawn the King's Guard patrols the Kingdom of Armello, police the Settlements, pursue Bounties and put down Banes.\n\n<sprite23>\n\nAt the start of the game the King's Guards are neutral and will generally ignore Heroes and protect Settlements in the Kingdom.\n\nHowever, once a Hero angers the King and gains a Bounty, the King's Guard will track that Hero down and attempt to slay them.\n\nKing's Guards recieve a bonus die during the Day and are equipped with their signature weapon, a Hare's Halberd.\n\n<sprite24>\n\nKilling a King's Guard will cost your Hero 1 Prestige."
GAMEGUIDEPAGE_KINGSGUARD_TITLETEXT,"King's Guard"
GAMEGUIDEPAGE_MAGIC_BODYTEXT,"Most heroes in their quest for the throne will lean upon their spellcasting abilities - no matter how limited. \n\nIn almost all cases, Spell cards are cast using a Hero's Magic resource.\n\n<sprite25> \n\nEach Dusk, all Heroes' Magic levels are reset to match that of their Spirit stat.\n\nSpell Cards are also limited in Range by the power of the caster's Spirit Stat (i.e., A Hero with a Spirit of 3 will have a Spell Range of 3 Tiles).\n\n<sprite26>"
GAMEGUIDEPAGE_MAGIC_TITLETEXT,"Magic"
GAMEGUIDEPAGE_MOVEMENT_BODYTEXT,"Moving and adventuring around the Kingdom of Armello uses Action Points (AP). Some Tiles like Mountains may require more than 1 Action Point to journey across.\n\n<sprite27>\n\nThe amount of Action Points a Hero has is indicated in the Hero Portrait.\n\nTip - If a Hero's AP is modified during their off-turn (via card play, etc) those results will take affect on their next turn."
GAMEGUIDEPAGE_MOVEMENT_TITLETEXT,"Movement"
GAMEGUIDEPAGE_PALACE_BODYTEXT,"<sprite28>\nEntering the Royal Palace is a dangerous affair. The Palace is surrounded by the Palace Gardens, which contain four difficult Palace Perils. These will test your Wits or Spirit. Failing a Palace Peril will eject you from the Palace!\n\nAny moves made entering the palace (or within it) will consume ALL your remaining Action Points - including attacking the King!\n\nWhen a Hero attempts to gain entry to the Palace or attack the King, the King will place a Bounty upon their head.\n\nThis will cause the King's Guard to hunt them down as a traitor to the Crown, and if another Hero claims that Bounty first, they will gain bonus Prestige and Gold!\n\n<sprite29>\n\nTip - Each Palace Peril has specific symbols that need to be matched. Learn them in advance in order to prepare for the Peril."
GAMEGUIDEPAGE_PALACE_TITLETEXT,"The Palace"
GAMEGUIDEPAGE_PERILS_BODYTEXT,"<sprite30>\n\nPerils are cards played as traps to the map by Heroes or the King.\n\nPerils will test one of two Stats depending on the card in question: Trickery Perils test Wits and Spell Perils will test your Spirit stat.\n\n<sprite31>\n\nTo successfully resist a Peril you will need to match the Peril's symbols with symbols from your own Armello dice. \n\nA Peril's difficulty or resist level is represented by the number of symbol matches required.\n\n<sprite32>\n\nBurning Cards is an excellent strategy to help pass nasty perils.\n\nNote: It is possible that a Peril may require more symbol matches than your Hero has dice.\n\nTip - A Peril's difficulty can be modified via certain cards."
GAMEGUIDEPAGE_PERILS_TITLETEXT,"Perils"
GAMEGUIDEPAGE_PLAYINGPERILS_BODYTEXT,"<sprite33>\n\nMost Spell and Trickery Cards can be played as Perils.\n\nTo play a Peril to the map you will need to have the resources to play the Card (Gold or Magic in most cases) and select a valid target for the Peril.\n\n<sprite34>\n\nCards that feature the Peril symbol in the bottom right corner can be played to a valid Tile as a Peril.\n\nPlaying Perils in Armello is a core mechanism to hindering and undermining the actions of other Heroes on their quest to the Throne.\n\n<sprite35>\n\nTip - Other heroes will not be able to see what Card your Peril or its difficulty is... unless they have the Scout ability!"
GAMEGUIDEPAGE_PLAYINGPERILS_TITLETEXT,"Playing Perils"
GAMEGUIDEPAGE_PRESTIGE_BODYTEXT,"<sprite36>\n\nPrestige is a powerful and sought after resource in Armello. It affects your renown within the Kingdom and your favour with the King.\n\nThe Hero with the highest Prestige is considered the Prestige Leader and named Steward of the King.\n\n<sprite37>\n\nYou will control the King's Declarations announced at Dawn and should the King die of his illness, you'll be declared rightful heir to the throne and Win the game.\n\nYou can gain Prestige by through Card play, slaying Banes or Heroes, collecting Bounties and completing Quests.\n\n<sprite38>\n\nYou will lose Prestige for slaying a King's Guard, for dying and being sent back to your Clan Grounds, and you will lose ALL your Prestige for attacking the King directly."
GAMEGUIDEPAGE_PRESTIGE_TITLETEXT,"Prestige"
GAMEGUIDEPAGE_ROT_BODYTEXT,"<sprite39>\n\nRot is a dark malignant force. Not much is known about it, apart from the fact that it hungers for life and consumes and twists all it touches, yet holds incredibly power for those that wish to learn its dark secrets. \n\nThere are two stages to gaining Rot; \n\n<sprite40>\n\nInfected: You will lose 1 Health every Dawn. In Battle, creatures with a higher Rot level than your own will gain your Rot as Bonus dice!\n\n<sprite41>\n\nCorrupted: At 5 points of Rot, you are fully Corrupted. You retain the effects of being Infected; Banes will no longer attack you; Wyld dice now miss, but Worm dice will Attack and Explode; you gain +1 Health for each Kill and +1 Rot for slaying Banes; also entering Stone Circles will kill you."
GAMEGUIDEPAGE_ROT_TITLETEXT,"The Rot"
GAMEGUIDEPAGE_ROUTING_BODYTEXT,"Heroes or creatures who have lost a Battle but survived can only retreat into one of the the three Tiles directly behind them. \n\nIf these Tiles are blocked and the Hero is unable to retreat, they will be Killed (Routed), regardless of how much Health they have remaining.\n\n<sprite42>"
GAMEGUIDEPAGE_ROUTING_TITLETEXT,"Routing"
GAMEGUIDEPAGE_SPIRITSTONES_BODYTEXT,"<sprite43>\n\nSpirit Stones are ancient, sought after items of Wyld energy. Life essence exisiting without living form.\n\nBy questing, exploring and adventuring around the land you can collect Spirit Stones.\n\n<sprite44>\n\nShould you bring four Spirit Stones to the King's Throne room, you will purge the King of the Rot and save the Kingdom of Armello, winning the game."
GAMEGUIDEPAGE_SPIRITSTONES_TITLETEXT,"Spirit Stones"
GAMEGUIDEPAGE_TILES_BODYTEXT,"The Kingdom of Armello is defined by Tiles denoting the different terrain types.\n\n<sprite45>\n[b]Plains:[/b] Basic terrain. No effect.\n\n<sprite46>\n[b]Forests:[/b] Provides Stealth at Night.\n\n<sprite47>\n[b]Mountains:[/b] -2 Action Points to climb, but provides +1 Bonus Shield in Battles.\n\n<sprite48>\n[b]Settlements:[/b] Generates +1 Gold per Dawn when claimed. For every Settlement you own after your first, you will gain a -1 Gold discount to all Trickery Cards.\n\n<sprite49>\n[b]Swamps:[/b] Causes -1 Health from sickness, flies and hard going.\n\n<sprite50>\n[b]Stone Circles:[/b] Regain 1 Health in these mystical groves.\n\n<sprite51>\n[b]Dungeons:[/b] Dangerous places filled with Treasures, Banes and more."
GAMEGUIDEPAGE_TILES_TITLETEXT,"Tiles"
GRAPHICSOPTIONSCUSTOM_NAME,"Custom"
GRAPHICSOPTIONSHIGH_NAME,"High"
GRAPHICSOPTIONSLOW_NAME,"Low"
GRAPHICSOPTIONSMEDIUM_NAME,"Medium"
GRAPHICSOPTIONSVERYHIGH_NAME,"Very High"
GRAPHICSOPTIONSVERYLOW_NAME,"Very Low"
HERO_BANDIT_01_DESCRIPTION,"Little Lightpaw"
HERO_BANDIT_01_NAME,"Twiss"
HERO_BANDIT_01_TOOLTIPBODYTEXT,"The greatest thief Armello's ever known."
HERO_BANDIT_02_DESCRIPTION,"Fisher of Souls"
HERO_BANDIT_02_NAME,"Sylas"
HERO_BANDIT_02_TOOLTIPBODYTEXT,"Motivated by nothing but revenge. Lives for the kill."
HERO_BANDIT_03_DESCRIPTION,"The Iron Poet"
HERO_BANDIT_03_NAME,"Horace"
HERO_BANDIT_03_TOOLTIPBODYTEXT,"An old knight too skilled to die, too loyal to retire."
HERO_BANDIT_04_DESCRIPTION,"The Bandit King"
HERO_BANDIT_04_NAME,"Scarlet"
HERO_BANDIT_04_TOOLTIPBODYTEXT,"A natural leader. Charm, wit, and merciless determination."
HERO_BEAR_01_DESCRIPTION,"Forest Sister"
HERO_BEAR_01_NAME,"Sana"
HERO_BEAR_01_TOOLTIPBODYTEXT,"At one with the Wyld, spell casting is Sana's natural talent."
HERO_BEAR_02_DESCRIPTION,"Oakbreaker"
HERO_BEAR_02_NAME,"Brun"
HERO_BEAR_02_TOOLTIPBODYTEXT,"The Wyld fuels this wrecking ball of a bear."
HERO_BEAR_03_DESCRIPTION,"Oakbreaker"
HERO_BEAR_03_NAME,"Brun"
HERO_BEAR_03_TOOLTIPBODYTEXT,"Available at full release (v1.0)"
HERO_BEAR_04_DESCRIPTION,"Oakbreaker"
HERO_BEAR_04_NAME,"Brun"
HERO_BEAR_04_TOOLTIPBODYTEXT,"Available at full release (v1.0)"
HERO_BODY,"Body"
HERO_FIGHT,"Fight"
HERO_HEALTH,"Health"
HERO_RABBIT_01_DESCRIPTION,"The Far Seeker"
HERO_RABBIT_01_NAME,"Amber"
HERO_RABBIT_01_TOOLTIPBODYTEXT,"A general all-rounder with a hefty coin purse to boot."
HERO_RABBIT_02_DESCRIPTION,"Screwloose"
HERO_RABBIT_02_NAME,"Barnaby"
HERO_RABBIT_02_TOOLTIPBODYTEXT,"A kid genius who's as resourceful as he is excitable!"
HERO_RAT_01_DESCRIPTION,"The Grinning Blade"
HERO_RAT_01_NAME,"Mercurio"
HERO_RAT_01_TOOLTIPBODYTEXT,"Master of subterfuge and trickery with a flashing blade."
HERO_RAT_02_DESCRIPTION,"The Whirlwind"
HERO_RAT_02_NAME,"Zosha"
HERO_RAT_02_TOOLTIPBODYTEXT,"A deadly assassin with an edge for the opportunistic kill."
HERO_SHELF_AMULET,"Amulet"
HERO_SHELF_FOLLOWERS_TITLE,"Party"
HERO_SHELF_GOLD,"Gold"
HERO_SHELF_ITEMS_TITLE,"Inventory"
HERO_SHELF_JOURNAL_QUEST_TITLE,"Quest"
HERO_SHELF_KING_BYLINE,"The Ruler of Armello"
HERO_SHELF_MAGIC,"Magic"
HERO_SHELF_PRESTIGE,"Prestige"
HERO_SHELF_ROT,"Rot"
HERO_SHELF_SETTLEMENTS,"Settlements"
HERO_SHELF_SETTLEMENTS_DESC,"Dawn Income:\n+{0} Gold\nTrickery Discount:\n-{1} Gold"
HERO_SHELF_SIGNET,"Signet"
HERO_SHELF_SPIRIT_STONES,"Spirit Stones"
HERO_SHELF_SPIRIT_STONES_REQUIRED_DESC,"{0} more Spirit Stones required to banish the King."
HERO_SHELF_SPIRIT_STONES_SPIRITWALKER_DESC,"Ready to use Spirit Stones to banish the King!"
HERO_SPIRIT,"Spirit"
HERO_WITS,"Wits"
HERO_WOLF_01_DESCRIPTION,"The Winter Wolf"
HERO_WOLF_01_NAME,"Thane"
HERO_WOLF_01_TOOLTIPBODYTEXT,"Unmatched in armed combat, Thane is a natural predator."
HERO_WOLF_02_DESCRIPTION,"The Howling Arrow"
HERO_WOLF_02_NAME,"River"
HERO_WOLF_02_TOOLTIPBODYTEXT,"As deadly as she is resourceful."
ITEMCARDTYPE_NAME,"Item"
ITEMCARDTYPE_STATUSFEEDRECEIVEDMESSAGE,"<hero> has received an Item card."
KINGTREASURECARDTYPE_STATUSFEEDRECEIVEDMESSAGE,""
LOADOUTITEM_AMU01_NAME,"Scratch"
LOADOUTITEM_AMU02_NAME,"Soak"
LOADOUTITEM_AMU03_NAME,"Think"
LOADOUTITEM_AMU04_NAME,"Feel"
LOADOUTITEM_AMU05_NAME,"Grow"
LOADOUTITEM_AMU06_NAME,"Watch"
LOADOUTITEM_AMU07_NAME,"Favour"
LOADOUTITEM_AMU08_NAME,"Spoil"
LOADOUTITEM_AMU09_NAME,"Listener"
LOADOUTITEM_CLN_DAY_NAME,"Day"
LOADOUTITEM_CLN_NIGHT_NAME,"Night"
LOADOUTITEM_GAMESCOMPLETEDWITHCLAN,"Complete <unlock_count> games with a {1} Clan Hero"
LOADOUTITEM_PERMASCOUT_LOADOUTITEMDATA_STATUSEFFECTCONFIG_NAME,"Permanent Scout"
LOADOUTITEM_PERMASCOUT_NAME,"Permanent Scout"
LOADOUTITEM_POW00_NAME,"Blackheart"
LOADOUTITEM_POW01_NAME,"Sword Master"
LOADOUTITEM_POW02_NAME,"Tomb Raider"
LOADOUTITEM_POW03_NAME,"Priestess"
LOADOUTITEM_POW03_OLD_NAME,"Priestess"
LOADOUTITEM_POW04_NAME,"Scoundrel"
LOADOUTITEM_POW05_NAME,"Huntress"
LOADOUTITEM_POW06_NAME,"Tinkerer"
LOADOUTITEM_POW07_ALT_NAME,"Scarcaster"
LOADOUTITEM_POW07_ALT2_NAME,"Scarcaster"
LOADOUTITEM_POW07_NAME,"Scarcaster"
LOADOUTITEM_POW08_NAME,"Shadow"
LOADOUTITEM_POW09_NAME,"Pickpocket"
LOADOUTITEM_POW10_NAME,"Butcher"
LOADOUTITEM_POW11_NAME,"9th Knight"
LOADOUTITEM_POW12_NAME,"Revolutionary"
LOADOUTITEM_SIG01_NAME,"Black Opal"
LOADOUTITEM_SIG02_NAME,"Obsidian"
LOADOUTITEM_SIG03_NAME,"Ruby"
LOADOUTITEM_SIG04_NAME,"Turquoise"
LOADOUTITEM_SIG05_NAME,"Emerald"
LOADOUTITEM_SIG06_NAME,"Pink Topaz"
LOADOUTITEM_SIG07_NAME,"Diamond"
LOADOUTITEM_SIG08_NAME,"Sunstone"
LOADOUTITEM_SIG09_NAME,"Sapphire"
LOADOUTITEM_SIG10_NAME,"Moonstone"
LOADOUTITEM_SIG11_NAME,"Onyx"
LOADOUTITEM_SIG12_NAME,"Celestite"
LOADOUTITEM_SIG13_NAME,"Jade"
LOADOUTITEM_SIG14_NAME,"Quartz"
LOADOUTITEM_SIG15_NAME,"Amethyst"
LOADOUTITEM_SIG16_NAME,"Amber"
LOADOUTITEM_TRK_DISCOUNT_NAME,"Landowner"
LOADOUTITEM_WINSWITHCLAN,"Win <unlock_count> games for the <clan> Clan"
LOADOUTITEM_WINSWITHCOMBAT,"Complete <unlock_count> games with a Kingslayer Victory"
LOADOUTITEM_WINSWITHPRESTIGE,"Complete <unlock_count> games with a Prestige Victory"
LOADOUTITEM_WINSWITHROT,"Complete <unlock_count> games with a Rot Victory"
LOADOUTITEM_WINSWITHSPIRITSTONES,"Complete <unlock_count> games with a Spirit Stone Victory"
MAINMENU_CARD_GALLERY,"Card Gallery"
MAINMENU_CONTINUELABEL,"Continue"
MAINMENU_CREDITS,"Credits"
MAINMENU_MULTIPLAYER,"Multiplayer"
MAINMENU_MULTIPLAYER_LOCAL,"Local"
MAINMENU_MULTIPLAYER_RANKED,"Ranked"
MAINMENU_MULTIPLAYER_SKIRMISH,"Skirmish"
MAINMENU_OPTIONS,"Options"
MAINMENU_PROLOGUE,"Prologue"
MAINMENU_QUIT,"Quit"
MAINMENU_REPORT_BUG,"Send Feedback"
MAINMENU_SINGLEPLAYER,"Singleplayer"
MAINMENU_SINGLEPLAYER_NEW_GAME,"New Game"
MAINMENU_TOOLTIP_CARDGALLERY,"View your card collection"
MAINMENU_TOOLTIP_CHECKOUTYOURCONTROLSCHEME,"Check out your control scheme"
MAINMENU_TOOLTIP_CONTINUE,"Continue your last saved game"
MAINMENU_TOOLTIP_CREDITS,"The folks who made it happen"
MAINMENU_TOOLTIP_MULTIPLAYER,"Face off head to head in the quest for the throne"
MAINMENU_TOOLTIP_NEWGAME,"Start a New Game"
MAINMENU_TOOLTIP_OPTIONS,"Tailor your Armello Experience"
MAINMENU_TOOLTIP_PROLOGUE,"Learn how to play Armello"
MAINMENU_TOOLTIP_QUIT,"Quit to desktop"
MAINMENU_TOOLTIP_SINGLEPLAYER,"Quest for the Throne of Armello"
MAINMENU_TOOLTIP_SKIRMISH,"Online Multiplayer with friends or enemies"
MAINMENU_TOOLTIP_TWEAKYOURSETTINGS,"Tweak your settings"
MAINMENU_TUTORIAL,"Tutorial"
MAINMENU_VISIT_FORUMS,"Visit Forums"
MAINMENU_VISIT_WIKI,"Visit Wiki"
MP_MSG_CONNECT_FAIL,"Unable to start a Multiplayer game, please check your Internet connection"
MP_MSG_DISCONNECTED,"Sorry, connection to the network was lost."
MP_MSG_INVALID_VERSION,"Yours: {0} Theirs:{1}"
MP_MSG_INVALID_VERSION_ERROR,"One or more players have an older version of Armello. Please ensure all players are updated."
MP_MSG_JERK,"You are unable to search for a Multiplayer Game due to abandoning a game, you can search again in {0} seconds"
MP_MSG_JERK_ABANDON,"You've left the matchmaking search. You will be free to search again in {0} seconds."
MP_MSG_JERK_KICKED,"You were kicked from the room. You will be free to search again in {0} seconds."
MP_MSG_LOBBY_ENTERED_THE_ROOM,"Entered the room"
MP_MSG_LOBBY_PLAYER_GAINED_ROOM_CONTROL,"<player> now controls the room"
MP_MSG_LOBBY_PLAYER_JOINED,"<player> joined"
MP_MSG_LOBBY_PLAYER_LEFT,"<player> left"
MP_MSG_PS4_AGE_NOT_AVAILABLE,"The Multiplayer feature is not available to this player due to age restrictions."
MP_MSG_PS4_DISCONNECTED,"Sorry, connection to the network was lost."
MP_MSG_PS4_GAME_UPDATE_REQUIRED,"To use network features, you must update the application."
MP_MSG_PS4_MATCHMAKING_ERROR,"The matchmaking system is unavailable."
MP_MSG_PS4_NOT_INITIALIZED,"A network connection is not available. Please check your connection."
MP_MSG_PS4_NOT_REGISTERED,"A Sony Entertainment Network account registration is required."
MP_MSG_PS4_NOT_SIGNED_IN,"A valid user is not signed in."
MP_MSG_PS4_SESSION_CREATE_ERROR,"Failed to create network session."
MP_MSG_PS4_SESSION_ERROR,"Disconnected from network session."
MP_MSG_PS4_SESSION_JOIN_DOESNT_EXIST,"The network session has already begun or has ended."
MP_MSG_PS4_SESSION_JOIN_ERROR,"Failed to join network session."
MP_MSG_PS4_SESSION_JOIN_NOT_SET,"Failed to join game.  The network session does not exist."
MP_MSG_PS4_SESSION_KICKED,"You have been kicked from the network session."
MP_MSG_PS4_SIGNED_OUT,"Connected user logged out."
MP_MSG_PS4_SIGNIN_FAIL,"Failed to sign into network."
MP_MSG_PS4_SYSTEM_UPDATE_REQUIRED,"The System Software must be updated."
MP_MSG_ROOM_CREATE_FAIL,"You're unable to create a Multiplayer room, please check your Internet connection"
MP_MSG_ROOM_CREATE_FAILED,"Failed to create game room."
MP_MSG_ROOM_JOIN_FAIL,"You're unable to join a Multiplayer room, please check your Internet connection"
MP_MSG_ROOM_JOIN_FAILED,"Failed to join game room."
MP_MSG_STATUS_MATCHMAKING,"Waiting for players to join."
MP_MSG_STATUS_OTHER,"Playing Armello."
MP_MSG_STATUS_PLAYING_MULTI,"Playing a Multiplayer game."
MP_MSG_STATUS_PLAYING_SINGLE,"Playing a Singleplayer game."
MP_MSG_STEAM_LOBBY_CREATE_ERROR,"Failed to create Steam lobby."
MP_MSG_STEAM_LOBBY_CREATE_IOFAILURE,"Failed to create Steam lobby: IO Failure"
MP_MSG_STEAM_LOBBY_CREATE_NOCONNECTION,"Failed to create Steam lobby. Connection was lost."
MP_MSG_STEAM_LOBBY_CREATE_TIMEOUT,"Failed to create Steam lobby. Timed out."
MP_MSG_STEAM_LOBBY_DISCONNECTED,"Sorry, connection to the Steam lobby was lost."
MP_MSG_STEAM_LOBBY_JOIN_DOESNT_EXIST,"The Steam game has already begun or has ended."
MP_MSG_STEAM_LOBBY_JOIN_ERROR,"Failed to join Steam lobby."
MP_MSG_STEAM_LOBBY_JOIN_FULL,"The Steam game is already full."
MP_MSG_STEAM_LOBBY_JOIN_IOFAILURE,"Failed to join Steam lobby: IO Failure"
MP_MSG_STEAM_LOBBY_JOIN_NOT_SET,"Failed to join game.  A Steam lobby does not exist."
MP_MSG_STEAM_LOBBY_KICKED,"You have been kicked from the Steam lobby."
MP_MSG_STEAM_NOT_INITIALIZED,"Steam is not available."
MP_MSG_TIMED_OUT,"Sorry, connection to the network timed out."
MP_PS4_DEFAULT_INVITE_MESSAGE,"Join my game of Armello!"
MP_PS4_DEFAULT_SESSION_NAME,"Tabletop gaming brought to life"
MULTIPLAYER_AI,"AI"
MULTIPLAYER_INITIALISING_GAME,"Initialising Multiplayer Game..."
MULTIPLAYER_LEAVE_QUEUE,"Leave Queue"
MULTIPLAYER_PLAYERS_IN_QUEUE,"Players in Queue"
MULTIPLAYER_PUBLIC_GAME_READY,"Your multiplayer game is ready!"
MULTIPLAYER_QUEUE_PLAYER_1,"1"
MULTIPLAYER_QUEUE_PLAYER_2,"2"
MULTIPLAYER_QUEUE_PLAYER_3,"3"
MULTIPLAYER_QUEUE_PLAYER_4,"4"
MULTIPLAYER_WAITING_FOR_LOBBY,"Waiting for lobby to fill..."
MULTIPLAYER_WAITING_FOR_OTHER_PLAYERS,"Waiting for other players..."
NPC_BANE_01_NAME,"Bane"
NPC_KING_01_NAME,"The King"
NPC_KINGSGUARD_01_NAME,"King's Guard"
OPTIONS_AUDIO,"Audio"
OPTIONS_AUDIO_HEADING,"Audio Options"
OPTIONS_AUDIO_MUSIC_VOLUME,"Music Volume"
OPTIONS_AUDIO_SFX_VOLUME,"SFX Volume"
OPTIONS_CONTROLLERS_CONFIRM_BINDING,"Confirm"
OPTIONS_CONTROLLERS_ENDTURN_BINDING,"End Turn"
OPTIONS_CONTROLLERS_FOCUSCARD_BINDING,"Focus Card [b]Right[/b]"
OPTIONS_CONTROLLERS_HEROSHELF_BINDING,"Hero Shelf"
OPTIONS_CONTROLLERS_INFORMATION_BINDING,"Information"
OPTIONS_CONTROLLERS_LEFTSTICK_BINDING,"Move Cursor [b]Left Stick[/b]"
OPTIONS_CONTROLLERS_PS4_L1_BINDING,"Cycle Players [b]L1[/b]"
OPTIONS_CONTROLLERS_PS4_L1_R1_BINDING,"[b]L1 + R1[/b] Focus Current Player"
OPTIONS_CONTROLLERS_PS4_L2_BINDING,"Fly Camera [b]L2[/b]"
OPTIONS_CONTROLLERS_PS4_OPTIONS_BINDING,"[b]OPTIONS[/b]\nMenu"
OPTIONS_CONTROLLERS_PS4_R1_BINDING,"[b]R1[/b] Cycle Players"
OPTIONS_CONTROLLERS_PS4_R2_BINDING,"[b]R2[/b] Ready a Selected Card"
OPTIONS_CONTROLLERS_PS4_TOUCHPAD_BINDING,"[b]Touch Pad Button[/b]\nSummary Panel\n\n[b]Touch Pad[/b]\nSwipe to Roll Dice"
OPTIONS_CONTROLLERS_RIGHTSTICK_BINDING,"[b]Right Stick[/b] Zoom Map\n[b]R3[/b] Status Feed"
OPTIONS_CONTROLLERS_RIGHTSTICK_BINDING_VITA,"[b]Right Stick[/b] Zoom Map"
OPTIONS_CONTROLLERS_SELECTCARD_BINDING,"Select Card [b]Up Down[/b]"
OPTIONS_CONTROLLERS_UNFOCUSCARD_BINDING,"Unfocus Card [b]Left[/b]"
OPTIONS_CONTROLLERS_VITA_REMOTE_FOCUS_CURRENT_PLAYER,""
OPTIONS_CONTROLLERS_VITA_REMOTE_L_BINDING,"Fly Camera [b]Hold L[/b]"
OPTIONS_CONTROLLERS_VITA_REMOTE_OPTIONS_BINDING,"[b]START[/b]\nMenu"
OPTIONS_CONTROLLERS_VITA_REMOTE_R_BINDING,"[b]Hold R[/b] Ready a Selected Card"
OPTIONS_CONTROLLERS_VITA_REMOTE_TOUCHSCREEN,"[b]Touchscreen Button[/b]\nSummary Panel\n\n[b]Touchscreen[/b]\nSwipe to roll dice"
