ID,SimplifiedChinese
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"拿着怀尔德护身符"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"怀尔德护身符使我们的勇士免受巨石阵的判决。它为它们赋予魔法——它们的旅程中一件非常有价值的物品。"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"无论您有“多么波折”的过去，您已经被原谅。您抓着护身符，大步向前跨去。护身符发着光。魔法在您的体内流淌着。"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“我是值得的”"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"怀尔德的行事方式与陌生者似乎同等的神秘。我们的勇士被两者都赋予魔法。\n"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"陌生者迈进巨石阵。云飘过月亮。它的眼睛发着光。它转过身来，举起爪子。魔法流入您的身体。"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“这里的魔法很简单。”"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"石头阵并不乐于接受<hero_name>学徒的干预行为。它使它丧失了魔法，但我们的勇士却抓住了一些。"
QUEST_BANDIT_2_7_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"学徒迈步向前，一边喃喃说了一些咒语。巨石阵回应了。很糟糕。它闪着光。学徒痛苦地叫喊着，但您感觉自己更强了。"
QUEST_BANDIT_2_7_QUESTINFODATA_ENCOUNTERTEXT,"您站在古老的巨石阵前，知道您多波折的过去可能使这一切都化为乌有。"
QUEST_BANDIT_2_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,"这个考验很简单：走进巨石阵，如果您心地纯洁，将获得奖励。唉，我们的勇士有一个黑暗的过去！"
QUEST_BANDIT_2_7_QUESTINFODATA_JOURNALRUMOURTEXT,"那些利用怀尔德能够变得强大的生物在阿门罗巨石阵找到了安慰。我们的勇士会成为其中之一吗?"
QUEST_BANDIT_2_7_QUESTINFODATA_RUMOURTEXT,"不知道像我们这样的是否属于它们的巨石阵，但有很多传言称，那些利用怀尔德能变强的都获得奖励。"
QUEST_BANDIT_2_7_QUESTINFODATA_TITLE,"黑欧泊之心"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"“怀尔德有多相信我，我就有多相信它。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"一个奇怪的问题，但我们的勇士却回答说是。不幸的是，流浪者不相信它们——任务完全白费。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"流浪者窥探您灵魂深处，看起来很失望。“它不相信您。我也不。“您离开了幽谷，两爪空空。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> 自信地回答：当然是的。流浪者被说服了，会来加入我们的勇士完成任务。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"流浪者窥入您灵魂深处。“它相信您注定有伟大的成就。我也一样。”陌生者承诺对您永远忠诚。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"“没有。我做的一切都是通过我的自由意志决定的。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"当我们的勇士明确以“不”回答时，流浪者被逗乐了，但它拒绝放弃，不管怎样，它还是给了您小小的庇佑。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"流浪者咯咯笑起来。“至少您对您的无信念是诚实的。但也许怀尔德仍然相信您。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“怀尔德？我走的是一条不同的路。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"流浪者看到我们勇士的贝恩爪时很震惊。它们意识到<hero_name>近乎快被腐化了，于是，给它们了一件有价值的物品以帮助抵抗它。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您举起贝恩的爪子，暴露了里面的一小部分腐化。流浪者睁大了双眼。“那您更需要我的帮助了。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“我们的魔法不同。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"流浪者一看到术士的魔法便开始颤抖起来。它们提出建议并提供了一份礼物。“当心腐化。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"流浪者对术士皱了皱眉。“如果您走我认为您会走的路，那么您就需要我的帮助。”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“怀尔德是谁？”"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"喜剧大师傻瓜逗乐了流浪者，于是它们向我们的勇士赠送了一份礼物。一张有价值的魔法卡牌，上面落有灰尘。"
QUEST_BANDIT_2_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"傻瓜突然展开了滑稽有趣的例行之事。严肃的流浪者先皱眉，然后抿着嘴巴笑，而后又开始大笑。它们为傻瓜提供了一份礼物，而傻瓜又将礼物送给了您。"
QUEST_BANDIT_2_8_QUESTINFODATA_ENCOUNTERTEXT,"在森林深处的柳条笼里，您会发现一个奇怪的流浪者，看起来明显精神强健。它们问您是否相信怀尔德。"
QUEST_BANDIT_2_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,"流浪者被锁在了森林深处一个厚厚的柳条笼里，对我们的勇士只提出了一个问题：它们相信怀尔德吗?"
QUEST_BANDIT_2_8_QUESTINFODATA_JOURNALRUMOURTEXT,"我们的勇士听说强盗同伴抓获了一名奇怪的旅行者——它点名要见<hero_name>。但是为什么呢?"
QUEST_BANDIT_2_8_QUESTINFODATA_RUMOURTEXT,"我们一名帮派成员在附近的森林里抓获了一名旅行者，它点名要见您。您可能想去那边看看究竟是怎么回事。"
QUEST_BANDIT_2_8_QUESTINFODATA_TITLE,"旅行的怀尔德"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"进入宝藏屋室。您是拥有怀尔德的生物！"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士仍然决定朝前走。不幸的是，真正的信徒可能会发现它们的伪善并将它们永远赶走。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"您穿过群众，但它们立刻意识到您来是为了夺取宝藏，而不是寻求启迪。愤怒的人群逼迫您逃离。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> 悄悄穿过人群，轻松被当成了一名真正的信徒。神殿的宝藏很快落入了强盗之爪。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"您悄悄穿过热群，您的怀尔德力量足以让您进入。此地的宝藏很快归您了。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"并不值得冒险。探索神殿其他地方。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 知道被抓的风险太大。然而，搜索神殿却使您获得了某种程度的精神启迪。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"您避开拥挤的人群，悄悄绕到神殿后面。那里有一个巨石阵，站在里面让您的心中充满了希望。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"乡绅导致分心"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"乡绅“兴高采烈地”自愿引起分心。当乡绅跑掉时，我们的勇士偷了卡牌。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您用您的设备装备乡绅，然后大喊“异教徒！”。但它们被赶走时，您悄悄溜进宫殿，偷走了魔法卡牌。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“我知道另一条进去的路。”"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>的探索者知道从这里到蓝莓小镇的每一处废墟。它们通过一个秘密入口进入了神庙。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"拥挤的入口可能无法进入，你的探险家知道有个后门。你进去后分掉了战利品。"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"从空气中进入"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"群众和魔法的双重障碍似乎无法通过。但是借助飞翼靴，<hero_name>可以从空中进入！"
QUEST_BANDIT_2_9_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"神庙周围的群众和障碍没有延伸到地面以上。你使用飞翼靴进入，并带走一张魔法卡。QUEST_BANDIT_3_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT"
QUEST_BANDIT_2_9_QUESTINFODATA_ENCOUNTERTEXT,"您爬到神殿上，发现里面充满了形形色色的怀尔德崇拜者。如果您不小心，肯定会像一个酸痛的爪子被暴露出来。"
QUEST_BANDIT_2_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name>站在神殿前面，发现里面充满了跋涉者和崇拜者。假信徒肯定会被很快发现的。"
QUEST_BANDIT_2_9_QUESTINFODATA_JOURNALRUMOURTEXT,"传说<quest_tile>的熊族神殿充满了宝藏。唯一的问题是我们的勇士如何进入！"
QUEST_BANDIT_2_9_QUESTINFODATA_RUMOURTEXT,"山上高处有一座熊族神殿，里面充满了宝藏。如果您体内有很强烈的怀尔德，就可以进入！"
QUEST_BANDIT_2_9_QUESTINFODATA_TITLE,"精神小偷"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"欺骗。赢得胜利的最佳办法！"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"所以我们的勇士试图以欺骗致胜——但没有敏锐的智慧，众多守卫很快发现了它。<hero_name>被毫不客气地赶走了。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"比赛只持续几轮，守卫就发现您卑鄙的欺骗尝试。您遭到殴打，然后被从宅邸里扔了出来。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"幸运的是，我们的勇士是强盗家族的最优秀的骗子。这个可怜的贵族甚至没有意识到自己已经失去了灵石！"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"利用您敏锐的智慧，没有人发现您的隐藏的卡牌！您强迫贵族将它的灵石放在桌上...然后您赢了！"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"那些守卫在监视您的一举一动。公平竞争。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 只能公平竞争，它注意到守卫们都非常机警。它们没有赢得灵石，但仍然与它度过了一段美好的时光！"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"诚然，这样玩起来游戏更有趣。您设法打进前三，但最终还是被淘汰了。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“锦囊妙计。”"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 的咒术师是卡牌游戏高手。它们联手一共从贵族那儿诈骗了一大笔钱财，然后在被发现之前逃跑了。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"您的咒术师以打牌作弊为生。在它的帮助下，您大赢特赢。然后套现，而没被守卫抓住！"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"悄悄戴上伪装面具"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"伪装面具不仅隐藏佩戴者的身份，而且还能掩饰它们的情绪。有了它，我们的勇士在贵族的一场小游戏中大捞了一笔。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"即使您没能拿到灵石，仍然有机会发财。您戴上伪装面具打牌。每一次诈唬都成功了。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"尝试一次抢劫"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"我们的英雄被抓！正当贵族开始考虑它的奖励时，<hero_name>展示出它们的皇家赦免，然后假笑着慢慢走了。"
QUEST_BANDIT_3_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"您悄悄从桌子边溜走，进入了密室。您被发现了，但是您亮出皇家赦免之后就被释放了。"
QUEST_BANDIT_3_1_QUESTINFODATA_ENCOUNTERTEXT,"您使用假邀请函进入贵族豪华的宅邸，并坐在桌子边。您注意到有不少守卫密切地注视着一切。"
QUEST_BANDIT_3_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> 用假名字参加了卡牌比赛，奖赏非常实在。它们需要这块灵石！"
QUEST_BANDIT_3_1_QUESTINFODATA_JOURNALRUMOURTEXT,"卡牌游戏！多么古怪啊！一般我们的勇士对争夺王位的任务都不会在意，但灵石却是相当诱人的奖励。"
QUEST_BANDIT_3_1_QUESTINFODATA_RUMOURTEXT,"当地一名贵族对卡牌的热爱可能成为它毁灭的原因；特别是当您扮成一个骗子时！也许能骗走它的灵石！"
QUEST_BANDIT_3_1_QUESTINFODATA_TITLE,"全押"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"帮助戴尔文将武器带出地牢。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士徒劳地试图帮助戴尔文移走那几大箱子武器，但您缺乏力量。此后恶意的谣言迅速传播开来。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"您冒险进入地牢，试图提起这些巨大的箱子，但缺乏所需的力量。戴尔文提起了这些重物。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name>也是，它单枪匹马地将武器从藏匿之地移走了，然后帮助在强盗家族里分发了武器。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"利用您的力量，武器箱很快就被移走了，里面的东西对也都分发给了您的家族。戴尔文交给了您一块灵石，以表感谢。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"带上几个强盗来帮忙。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 带了一些强盗来帮忙搬武器——强盗家族齐心协力，很快就正确武装了起来！"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"您知道自己不能处理这个问题，便带了几个同伴强盗来帮忙。搬运工作进行得很快，但却没有得到奖励。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“我有很廉价的工人。”"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name>的贸易者干这种事情已经有多年的经验了。它们召唤朋友们来帮助。德尔文很满意。\n"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"贸易者只花了几个小时就在附近召集了一批工人。板条箱快速有序地被移走了，您自己拿了些东西。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"“捞回的武器？不！”"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 的铁匠不让捞回的武器支持我们勇士的事业。它们自己锻造刀剑。适合勇士的事业的优质武器。"
QUEST_BANDIT_3_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"铁匠吐了一口唾沫在地上。“我来造。“需要几个小时，但是很快，强盗家族将装备精良，蓄势待发。"
QUEST_BANDIT_3_10_QUESTINFODATA_ENCOUNTERTEXT,"您在一个古老的地牢外面遇到了家族的武器大师戴尔文。“那里藏有武器箱”,他说。“能帮忙把它们搬运出来吗?”"
QUEST_BANDIT_3_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,"国王的卫队需要管束，因此强盗需要合适的武器。强盗武器大师老狐狸戴尔文已经准备好了。"
QUEST_BANDIT_3_10_QUESTINFODATA_JOURNALRUMOURTEXT,"强盗家族正在为<hero_name>登上王位做准备，它们正在武装自己，以便最终推翻国王。"
QUEST_BANDIT_3_10_QUESTINFODATA_RUMOURTEXT,"当您尝试登上王位时，您的强盗将对国王的卫队进行管束。要做到这一点，它们需要适当的武器！"
QUEST_BANDIT_3_10_QUESTINFODATA_TITLE,"武器走私者"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"挑战它们家族的战士，比试力量。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"当<hero_name> 发现比试力量需要投掷树木时，它们觉得也许最好任掠夺者去吧！"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"原来这个家族最喜欢的测试的力量的方法实际上就是投掷整颗树。您明智地勉强同意，但并未到场，因而失败了。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"所以，当<hero_name> 发现比试力量要投掷小树时，便展开了一场力量的考验，并成为了胜利者！"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"掠夺者要通过投掷小树来比试力量——投棒。幸运的是，您具备所需的技能，并拿回了一枚追随者勋章！"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"杀死它们的家族战士。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"但<hero_name> 没有时间参加愚蠢的比赛。强盗家族的唯一规则是尖锐的刀剑，掠夺者很快就学到了这一点。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"您砍倒了家族的首席战士并一声不吭地威胁着掠夺者首领。您获得了它们们的忠诚，但却没有得到它们的尊敬。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"将它们赶出去"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士招来了怀尔德愤怒，即一阵可怕的风暴，于是它们拉出掠夺者，杀了对手家族。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"怀尔德护身符赋予了您足够的力量来召唤风暴。当掠夺者挣脱想要逃离，以寻找庇护时，您砍倒了很多。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"使用托架"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> 没有时间去猎杀歹徒。于是它们使用托架从远处杀死了我们勇士事业中的叛徒。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"任何树木都无法隐藏从托架射来的靶子。您将靶子对准帮派的成员。很快，尖叫声在<quest_tile>回荡开来。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"“我知道这些森林。”"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"我们勇士的陌生人对<quest_tile>了如指掌。它们带领我们的勇士穿过了这里，迫使叛徒败类逃走了。"
QUEST_BANDIT_3_11_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"在陌生人的带领下，您偷偷穿过树林，展开攻击，迫使帮派逃离了它们的藏身处。很快<quest_tile>恢复了安全。"
QUEST_BANDIT_3_11_QUESTINFODATA_ENCOUNTERTEXT,"我们的勇士冒险进入森林深处，它们的目标是与狡猾的掠夺者展开对抗，它们是一群遵循自己古老规则的强盗。"
QUEST_BANDIT_3_11_QUESTINFODATA_JOURNALENCOUNTERTEXT,"因此，它们冒险出来与它们对抗。然而，这些强盗信奉的规则不同，依靠力量赢得尊重。"
QUEST_BANDIT_3_11_QUESTINFODATA_JOURNALRUMOURTEXT,"掠夺者帮一直是强盗家族的眼中钉。<hero_name>需要将它们踩在家族的脚下。"
QUEST_BANDIT_3_11_QUESTINFODATA_RUMOURTEXT,"如果我们想要占领阿门罗，所有强盗需要齐心协力。主要有一个帮派给我们制造了很多麻烦..."
QUEST_BANDIT_3_11_QUESTINFODATA_TITLE,"投棒"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"纯粹从墙上爬到开放的窗户。"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士试图爬进一个开放的窗户，但是单靠爬行太难了。它们狠狠地摔到了鹅卵石街道上，疼痛难忍！"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"您等到街道空无一物的时候开始攀爬，但您缺乏向上爬的力量。于是狠狠地摔到下面的石头堆里。"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"我们的勇士依靠它们难以置信的力量轻松爬上了那堵墙。很容易就拿到了工具，还拿到了一件额外的宝藏！"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"利用您无与伦比的力量，即使几乎没有把手点，也足够支撑您爬到窗户边。您抢走了工具还获得了一件额外的宝藏！"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"将门踹倒，强行夺取！"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士觉得，采用直接的方式更合适。于是它们踢开大门，冲上楼，轻松拿回了工具。"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"您踢开门，冲进了卫队室。您取回了工具便逃跑了，没来得及拿其他东西。"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"“我在梦中爬得更高。”"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"爬上塔楼与攀登爱斯魔山峰不可同日而语！训练有素的探险者帮助我们的勇士爬了上去并拿走了工具。"
QUEST_BANDIT_3_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"在您的探险者的指导下，您爬上了这堵危险重重的墙。您迅速找回了工具，并分掉了一些额外的菠萝扇形块。"
QUEST_BANDIT_3_12_QUESTINFODATA_ENCOUNTERTEXT,"您们保卫了守卫队长的私人住处——在一条用鹅卵石铺就的街道上方有一扇敞开的窗户，但墙上几乎没有把手点。"
QUEST_BANDIT_3_12_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> 当然需要把它们夺回来。不幸的是，进入它住处的最好方法是爬上街道上方的一堵墙。"
QUEST_BANDIT_3_12_QUESTINFODATA_JOURNALRUMOURTEXT,"锁匠沃夏克正努力打通一条进入国王城堡的途径，但它的工具却被当地的守卫队长偷走了！"
QUEST_BANDIT_3_12_QUESTINFODATA_RUMOURTEXT,"当地守卫队长偷了我们的锁匠沃夏克的一堆工具。如果您想进入国王的城堡，我们需要把它们找回来！"
QUEST_BANDIT_3_12_QUESTINFODATA_TITLE,"顶部之窗"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"用您的智慧去调制解药。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"我们的英雄试图确定毒药的来源，也许能找到解药，但它们的尝试只会加速旅行者的死亡。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"您粗略地看了一眼螯伤——也许是毒芹?不幸的是，您无知的“解药”只是加快了可怜的旅行者的死亡。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"我们的勇士仔细检查飞镖，配制出了治愈飞燕草毒的药物。旅行者得救了，并向<hero_name>提供协助。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"你分析了飞镖，认定毒药是浓缩的飞燕草毒。你的药物拯救了旅行者，而他们保证忠诚于你。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"帮助引导旅行者到附近一个村子。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士帮助旅行者到附近一个村子。让他们从中毒中恢复需要很长时间，但至少他们活了下来！"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"你匆匆将旅行者引导回附近的一个村庄。旅行者得救了，但仍然病得厉害而无法继续他们的征途。"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"利用怀尔德的治愈力量"
QUEST_BANDIT_3_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"我们的勇士拯救了旅行者，并将它们带到了安全的地方。虽然身负重伤难以继续前进，但旅行者仍然送给了<hero_name>一份礼物。"
